Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
301,Nature Biotechnology,0.000001451,15283,1161,20.253,6.303,13.16,98,59,
302,Journal of Medicinal Chemistry,1.47749442283E-06,14092,2326,2.432,1.73,6.06,93,93,
303,Journal of Medicinal Chemistry,1.47760025844E-06,14092,2326,2.432,1.73,6.06,96,93,
304,Small,1.48363388799E-06,14506,1789,3.324,1.505,8.11,98,93,
305,CrystEngComm,1.4838542612E-06,12584,3735,1.043,0.904,3.37,85,85,
306,CrystEngComm,1.48388217605E-06,12584,3735,1.043,0.904,3.37,86,85,
307,Small,0.000001484,14506,1789,3.324,1.505,8.11,96,93,
308,CrystEngComm,0.000001484,12584,3735,1.043,0.904,3.37,89,85,
309,Journal of Chromatography A,1.50157379992E-06,12940,3259,1.462,1.295,3.97,85,87,
310,Journal of Chromatography A,1.5015995531E-06,12940,3259,1.462,1.295,3.97,86,87,
311,Journal of Chromatography A,1.50164870503E-06,12940,3259,1.462,1.295,3.97,88,87,
312,Journal of Chromatography A,1.501781046E-06,12940,3259,1.462,1.295,3.97,95,87,
313,Procedia Engineering,1.50786723444E-06,6870,9257,0.282,0.697,0.74,59,39,
314,eLife,1.54177517153E-06,13251,2448,5.984,1.377,5.41,98,76,
315,eLife,1.54219507889E-06,13251,2448,5.984,1.377,5.41,92,76,
316,eLife,1.54239656181E-06,13251,2448,5.984,1.377,5.41,89,76,
317,eLife,1.54278790165E-06,13251,2448,5.984,1.377,5.41,83,76,
318,Environmental Science and Pollution Research,0.000001543,11546,4336,0.813,1.048,2.66,64,77,
319,Environmental Science and Pollution Research,1.54360427324E-06,11546,4336,0.813,1.048,2.66,76,77,
320,Environmental Science and Pollution Research,1.54374760462E-06,11546,4336,0.813,1.048,2.66,78,77,
321,Environmental Science and Pollution Research,1.54443413316E-06,11546,4336,0.813,1.048,2.66,88,77,
322,Hepatology,1.54555896109E-06,13772,1842,4.978,2.652,7.48,99,74,
323,Pediatrics,1.54631135916E-06,13111,2543,3.393,2.719,5.16,99,79,
324,Molecular Cell,1.54924290288E-06,14233,1169,13.295,2.721,12.18,97,88,
325,Molecular Cell,1.54932053171E-06,14233,1169,13.295,2.721,12.18,96,88,
326,Atmospheric Chemistry and Physics,1.55174664898E-06,13201,2306,3.264,1.756,5.72,98,91,
327,Organic and Biomolecular Chemistry,1.55205204191E-06,11956,3529,1.363,0.803,3.39,78,85,
328,Organic and Biomolecular Chemistry,1.55207938042E-06,11956,3529,1.363,0.803,3.39,80,85,
329,Organic and Biomolecular Chemistry,1.55210897845E-06,11956,3529,1.363,0.803,3.39,82,85,
330,Clinical Infectious Diseases,1.56862570646E-06,12713,2604,4.441,2.512,4.88,96,67,
331,Clinical Infectious Diseases,1.56863185007E-06,12713,2604,4.441,2.512,4.88,94,67,
332,Soft Matter,1.56872536912E-06,12103,3273,1.573,1.219,3.7,86,86,
333,Soft Matter,0.000001569,12103,3273,1.573,1.219,3.7,91,86,
334,Tetrahedron Letters,1.58716509175E-06,10432,4905,0.754,0.635,2.13,50,75,
335,Tetrahedron Letters,1.58764457294E-06,10432,4905,0.754,0.635,2.13,56,75,
336,Tetrahedron Letters,1.58810786307E-06,10432,4905,0.754,0.635,2.13,62,75,
337,Nature Methods,1.59484380473E-06,13937,1204,19.544,5.24,11.58,99,58,
338,Nature Methods,1.59486409585E-06,13937,1204,19.544,5.24,11.58,98,58,
339,Nature Methods,1.59488874116E-06,13937,1204,19.544,5.24,11.58,97,58,
340,Nature Methods,1.59493727142E-06,13937,1204,19.544,5.24,11.58,95,58,
341,Molecules,1.59632901955E-06,11443,3705,0.809,1.231,3.09,79,80,
342,Lecture Notes in Electrical Engineering,1.59805417878E-06,1739,13458,0.127,0.118,0.13,27,9,
343,Nature Photonics,1.59811328704E-06,14287,670,15.831,9.983,21.32,99,72,
344,Journal of Physical Chemistry A,1.59861112129E-06,10964,4158,1.258,0.98,2.64,72,78,
345,Journal of Materials Chemistry B,1.62454558685E-06,12284,2558,1.46,1.014,4.8,89,91,
346,Journal of Materials Chemistry B,1.62459944379E-06,12284,2558,1.46,1.014,4.8,90,91,
347,Journal of Materials Chemistry B,1.62465310613E-06,12284,2558,1.46,1.014,4.8,91,91,
348,Journal of Materials Chemistry B,1.62494091185E-06,12284,2558,1.46,1.014,4.8,97,91,
349,BMC Public Health,1.62552788709E-06,10595,4172,1.328,1.259,2.54,86,74,
350,Green Chemistry,1.62553411073E-06,13013,1469,2.564,2.019,8.86,98,95,
351,International Journal of Heat and Mass Transfer,1.6293315151E-06,11611,3095,1.623,2.005,3.75,92,84,
352,International Journal of Heat and Mass Transfer,1.62936947213E-06,11611,3095,1.623,2.005,3.75,95,84,
353,International Journal of Heat and Mass Transfer,1.6293968136E-06,11611,3095,1.623,2.005,3.75,98,84,
354,Gastroenterology,1.63053898531E-06,12741,1809,6.527,3.339,7.04,98,58,
355,Acta Materialia,1.63127296979E-06,12422,2192,3.283,2.674,5.67,94,92,
356,Acta Materialia,1.63147386247E-06,12422,2192,3.283,2.674,5.67,96,92,
357,Acta Materialia,1.63155108764E-06,12422,2192,3.283,2.674,5.67,97,92,
358,Current Biology,1.6445278936E-06,12042,2415,4.143,1.552,4.99,91,73,
359,Current Biology,1.64458843147E-06,12042,2415,4.143,1.552,4.99,97,73,
360,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,1.65210919926E-06,10281,4164,0.654,0.993,2.47,66,75,
361,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,1.65225499381E-06,10281,4164,0.654,0.993,2.47,79,75,
362,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,1.65230624498E-06,10281,4164,0.654,0.993,2.47,83,75,
363,Polymer Chemistry,1.65271993244E-06,12039,2271,2.081,1.063,5.3,94,93,
364,Polymer Chemistry,1.65280630945E-06,12039,2271,2.081,1.063,5.3,93,93,
365,Polymer Chemistry,1.65343983978E-06,12039,2271,2.081,1.063,5.3,87,93,
366,Vaccine,1.69091795131E-06,10897,3274,1.956,1.155,3.33,98,81,
367,Vaccine,1.69144232324E-06,10897,3274,1.956,1.155,3.33,94,81,
368,Vaccine,1.69291019056E-06,10897,3274,1.956,1.155,3.33,83,81,
369,Vaccine,1.69350699015E-06,10897,3274,1.956,1.155,3.33,78,81,
370,Vaccine,1.6947503424E-06,10897,3274,1.956,1.155,3.33,67,81,
371,BMJ Case Reports,1.69513025751E-06,1916,12219,0.142,0.17,0.16,20,13,
372,Stroke,1.69570315436E-06,11604,2348,3.407,2.349,4.94,95,74,
373,Stroke,1.69571042458E-06,11604,2348,3.407,2.349,4.94,96,74,
374,Applied and Environmental Microbiology,1.74463346843E-06,11098,2722,1.691,1.243,4.08,94,89,
375,Applied and Environmental Microbiology,1.74471316931E-06,11098,2722,1.691,1.243,4.08,93,89,
376,Applied and Environmental Microbiology,1.7451962168E-06,11098,2722,1.691,1.243,4.08,88,89,
377,Applied and Environmental Microbiology,1.7452874188E-06,11098,2722,1.691,1.243,4.08,87,89,
378,Frontiers in Plant Science,1.75149012932E-06,11310,2500,1.917,1.239,4.52,94,88,
379,International Journal of Cancer,1.78085549334E-06,11763,1985,2.847,1.855,5.93,95,89,
380,International Journal of Cancer,1.80306359797E-06,11763,1985,2.847,1.855,5.93,91,89,
381,Journal of Applied Polymer Science,1.80314363171E-06,8733,5061,0.532,0.724,1.73,73,68,
382,Journal of Applied Polymer Science,1.80316584646E-06,8733,5061,0.532,0.724,1.73,72,68,
383,Journal of Applied Polymer Science,1.80320451776E-06,8733,5061,0.532,0.724,1.73,76,68,
384,Journal of Applied Polymer Science,1.80332725451E-06,8733,5061,0.532,0.724,1.73,65,68,
385,Nature Neuroscience,1.81689889439E-06,12736,957,14.096,3.771,13.31,98,81,
386,British Journal of Cancer,1.82131782533E-06,11596,2007,2.924,1.775,5.78,91,88,
387,British Journal of Cancer,1.82135720562E-06,11596,2007,2.924,1.775,5.78,94,88,
388,Applied Thermal Engineering,1.84405765443E-06,10740,2842,1.462,1.828,3.78,91,87,
389,Applied Thermal Engineering,1.84419183037E-06,10740,2842,1.462,1.828,3.78,94,87,
390,Frontiers in Microbiology,1.88305051833E-06,10923,2626,1.731,1.172,4.16,92,87,
391,Frontiers in Microbiology,1.88352094171E-06,10923,2626,1.731,1.172,4.16,87,87,
392,Oncogene,1.92237235127E-06,11742,1782,3.383,1.685,6.59,92,92,
393,Oncogene,1.92237303273E-06,11742,1782,3.383,1.685,6.59,94,92,
394,Information Sciences,1.9227602002E-06,11336,2111,1.91,2.537,5.37,96,86,
395,Information Sciences,1.9227646214E-06,11336,2111,1.91,2.537,5.37,95,86,
396,Information Sciences,1.92277029908E-06,11336,2111,1.91,2.537,5.37,94,86,
397,Annals of Oncology,1.93694158171E-06,11924,1474,4.929,3.072,8.09,98,83,
398,Immunity,1.93806065976E-06,12668,738,16.467,4.611,17.17,99,85,
399,Neurocomputing,1.9624695098E-06,10506,2910,0.968,1.589,3.61,88,83,
400,Investigative Ophthalmology and Visual Science,1.98313175576E-06,10222,3181,1.836,1.283,3.21,93,80,
401,Investigative Ophthalmology and Visual Science,1.98342754673E-06,10222,3181,1.836,1.283,3.21,91,80,
402,Science Translational Medicine,1.98364755853E-06,11758,1630,8.595,3.104,7.21,99,50,
403,The Analyst,1.98784041083E-06,10685,2726,1.23,0.984,3.92,89,87,
404,Annals of Oncology,0.000001988,11924,1474,4.929,3.072,8.09,96,83,
405,Neurocomputing,0.000001988,10506,2910,0.968,1.589,3.61,85,83,
406,The Analyst,1.98819266274E-06,10685,2726,1.23,0.984,3.92,85,87,
407,Investigative Ophthalmology and Visual Science,1.98819344462E-06,10222,3181,1.836,1.283,3.21,60,80,
408,The Analyst,1.98836181318E-06,10685,2726,1.23,0.984,3.92,82,87,
409,Neurocomputing,1.98839524363E-06,10506,2910,0.968,1.589,3.61,79,83,
410,The Analyst,1.98841582992E-06,10685,2726,1.23,0.984,3.92,81,87,
411,Physical Review C - Nuclear Physics,1.99665602109E-06,9979,3368,1.574,1.477,2.96,87,77,
412,Tumor Biology,2.01334591749E-06,10117,3212,1.026,0.837,3.15,92,81,
413,Advances in Intelligent Systems and Computing,2.01641973343E-06,3237,10199,0,0.312,0.32,14,20,
414,Advances in Intelligent Systems and Computing,2.01642983195E-06,3237,10199,0,0.312,0.32,17,20,
415,International Journal of Pharmaceutics,2.02592148548E-06,10663,2516,1.284,1.395,4.24,91,87,
416,Journal of Colloid and Interface Science,2.0487081709E-06,10400,2515,1.144,1.267,4.14,93,87,
417,Journal of Colloid and Interface Science,2.04916457864E-06,10400,2515,1.144,1.267,4.14,89,87,
418,Journal of Colloid and Interface Science,2.0496323744E-06,10400,2515,1.144,1.267,4.14,85,87,
419,Talanta,2.05123771513E-06,10428,2490,1.162,1.27,4.19,90,89,
420,Advanced Energy Materials,0.000002052,12161,938,6.124,2.045,12.96,98,96,
421,Physics Letters  Section B: Nuclear  Elementary Particle and High-Energy Physics,2.05238201809E-06,10673,2466,3.309,2.265,4.33,94,82,
422,BMJ Open,2.05564574138E-06,9576,3600,1.446,1.252,2.66,88,75,
423,Journal of Allergy and Clinical Immunology,2.05680981615E-06,11458,1667,5.33,2.886,6.87,93,81,
424,Advanced Energy Materials,2.05691649432E-06,12161,938,6.124,2.045,12.96,97,96,
425,ACM International Conference Proceeding Series,0.000002057,3948,9143,0,0.271,0.43,18,22,
426,Journal of Allergy and Clinical Immunology,0.000002057,11458,1667,5.33,2.886,6.87,92,81,
427,ACM International Conference Proceeding Series,2.05706568238E-06,3948,9143,0,0.271,0.43,15,22,
428,ACM International Conference Proceeding Series,2.0570973078E-06,3948,9143,0,0.271,0.43,14,22,
429,ACM International Conference Proceeding Series,2.0571554785E-06,3948,9143,0,0.271,0.43,12,22,
430,European Journal of Medicinal Chemistry,2.0610800044E-06,10676,2454,1.272,1.562,4.35,90,91,
431,European Journal of Medicinal Chemistry,2.06108337424E-06,10676,2454,1.272,1.562,4.35,96,91,
432,European Journal of Medicinal Chemistry,2.06108384497E-06,10676,2454,1.272,1.562,4.35,91,91,
433,Expert Systems with Applications,2.06226918529E-06,10624,2261,1.433,2.492,4.7,98,86,
434,Expert Systems with Applications,2.06248397456E-06,10624,2261,1.433,2.492,4.7,94,86,
435,Journal of Colloid and Interface Science,2.06444281E-06,10400,2515,1.144,1.267,4.14,65,87,
436,Expert Systems with Applications,2.06460125163E-06,10624,2261,1.433,2.492,4.7,91,86,
437,Molecular Biology and Evolution,0.00000207,11977,860,8.724,7.289,13.93,99,85,
438,Molecular Biology and Evolution,0.00000207,11977,860,8.724,7.289,13.93,98,85,
439,Atmospheric Environment,2.07247968889E-06,10196,2544,1.466,1.593,4.01,93,86,
440,Atmospheric Environment,2.07253300477E-06,10196,2544,1.466,1.593,4.01,92,86,
441,Asian Pacific Journal of Cancer Prevention,2.08033575016E-06,8310,4440,0.743,0.737,1.87,75,69,
442,Asian Pacific Journal of Cancer Prevention,2.09133838063E-06,8310,4440,0.743,0.737,1.87,49,69,
443,Journal of the Electrochemical Society,2.09191914553E-06,9503,3200,1.134,0.867,2.97,67,74,
444,Asian Pacific Journal of Cancer Prevention,0.000002092,8310,4440,0.743,0.737,1.87,33,69,
445,Renewable Energy,2.09219754201E-06,10533,2180,1.697,2.044,4.83,85,89,
446,Journal of the Electrochemical Society,2.09233322788E-06,9503,3200,1.134,0.867,2.97,74,74,
447,Asian Pacific Journal of Cancer Prevention,2.09243158318E-06,8310,4440,0.743,0.737,1.87,40,69,
448,Journal of the Electrochemical Society,2.09279816716E-06,9503,3200,1.134,0.867,2.97,84,74,
449,Journal of the Electrochemical Society,2.09280961652E-06,9503,3200,1.134,0.867,2.97,88,74,
450,Journal of the Electrochemical Society,2.09280979676E-06,9503,3200,1.134,0.867,2.97,87,74,
451,Journal of Controlled Release,2.11666677697E-06,11162,1476,2.393,1.84,7.56,97,89,
452,Applied Microbiology and Biotechnology,2.12384483655E-06,9830,2757,1.177,1.173,3.57,94,85,
453,Applied Microbiology and Biotechnology,2.12417230822E-06,9830,2757,1.177,1.173,3.57,85,85,
454,American Journal of Respiratory and Critical Care Medicine,2.12417751772E-06,10614,1992,6.009,3.503,5.33,99,60,
455,American Journal of Respiratory and Critical Care Medicine,2.12423088119E-06,10614,1992,6.009,3.503,5.33,98,60,
456,Zootaxa,2.12723184198E-06,6159,6495,0.358,0.948,0.95,57,48,
457,Applied Microbiology and Biotechnology,2.12729716375E-06,9830,2757,1.177,1.173,3.57,83,85,
458,Zootaxa,2.12754387093E-06,6159,6495,0.358,0.948,0.95,42,48,
459,Tetrahedron,2.13207919864E-06,9029,3556,0.907,0.742,2.54,61,80,
460,Tetrahedron,2.13214964106E-06,9029,3556,0.907,0.742,2.54,67,80,
461,Tetrahedron,2.13215601516E-06,9029,3556,0.907,0.742,2.54,66,80,
462,Energy and Buildings,2.13590772757E-06,10252,2211,2.093,1.965,4.64,98,90,
463,Bioorganic and Medicinal Chemistry Letters,2.13590976676E-06,8951,3557,0.843,0.846,2.52,67,80,
464,Energy and Buildings,0.000002136,10252,2211,2.093,1.965,4.64,97,90,
465,Bioorganic and Medicinal Chemistry Letters,2.13621358486E-06,8951,3557,0.843,0.846,2.52,65,80,
466,Energy and Buildings,2.1362255056E-06,10252,2211,2.093,1.965,4.64,96,90,
467,Bioorganic and Medicinal Chemistry Letters,2.13648105359E-06,8951,3557,0.843,0.846,2.52,49,80,
468,Bioorganic and Medicinal Chemistry Letters,2.13650641039E-06,8951,3557,0.843,0.846,2.52,50,80,
469,Bioorganic and Medicinal Chemistry Letters,2.13670369761E-06,8951,3557,0.843,0.846,2.52,59,80,
470,Bioorganic and Medicinal Chemistry Letters,2.13671714256E-06,8951,3557,0.843,0.846,2.52,60,80,
471,Energy and Buildings,2.13677269404E-06,10252,2211,2.093,1.965,4.64,93,90,
472,Colloids and Surfaces B: Biointerfaces,2.14733733669E-06,10103,2287,1.058,1.302,4.42,97,89,
473,Colloids and Surfaces B: Biointerfaces,2.14743307292E-06,10103,2287,1.058,1.302,4.42,89,89,
474,Colloids and Surfaces B: Biointerfaces,2.14744196151E-06,10103,2287,1.058,1.302,4.42,88,89,
475,Proceedings - ICASSP  IEEE International Conference on Acoustics  Speech and Signal Processing,0.000002149,7902,4676,0.469,0.879,1.69,70,56,
476,Proceedings - ICASSP  IEEE International Conference on Acoustics  Speech and Signal Processing,2.14971725823E-06,7902,4676,0.469,0.879,1.69,57,56,
477,Bioorganic and Medicinal Chemistry Letters,2.1497991173E-06,8951,3557,0.843,0.846,2.52,78,80,
478,IEEE Transactions on Wireless Communications,2.15017168327E-06,10722,1654,1.665,2.187,6.48,98,86,
479,Colloids and Surfaces B: Biointerfaces,2.15020085417E-06,10103,2287,1.058,1.302,4.42,73,89,
480,BMC Cancer,2.1502307038E-06,9611,2702,1.438,1.078,3.56,80,85,
481,CEUR Workshop Proceedings,2.15023883834E-06,2365,10100,0,0.246,0.23,10,15,
482,IEEE Transactions on Wireless Communications,2.15025396751E-06,10722,1654,1.665,2.187,6.48,96,86,
483,BMC Cancer,2.15033210393E-06,9611,2702,1.438,1.078,3.56,77,85,
484,BMC Cancer,2.1505665785E-06,9611,2702,1.438,1.078,3.56,67,85,
485,Ca-A Cancer Journal for Clinicians,2.15140943701E-06,11957,134,39.285,67.564,89.23,99,72,
486,Analytica Chimica Acta,2.1816918536E-06,10183,2032,1.475,1.425,5.01,87,90,
487,Analytica Chimica Acta,2.18182516482E-06,10183,2032,1.475,1.425,5.01,91,90,
488,Analytica Chimica Acta,2.18185524726E-06,10183,2032,1.475,1.425,5.01,92,90,
489,Analytica Chimica Acta,2.18188723912E-06,10183,2032,1.475,1.425,5.01,94,90,
490,The Scientific World Journal,2.18258117389E-06,6270,5904,0.341,0.587,1.06,47,48,
491,The Scientific World Journal,2.18270127462E-06,6270,5904,0.341,0.587,1.06,56,48,
492,The Scientific World Journal,2.1827185243E-06,6270,5904,0.341,0.587,1.06,59,48,
493,Journal of Hepatology,2.1968654639E-06,10615,1428,4.796,2.82,7.43,97,76,
494,Economist,0.000002197,2,12204,0.1,0,0,0,0,
495,Economist,0.000002197,2,12204,0.1,0,0,5,0,
496,Interactive Cardiovascular and Thoracic Surgery,2.20191450846E-06,1753,1412,0.761,1.119,1.24,53,48,
497,Engineering Geology,2.20214955791E-06,2381,711,1.913,2.353,3.35,91,83,
498,Obesity Reviews,2.20250443338E-06,2732,341,4.069,2.776,8.01,98,89,
499,IEEE Photonics Journal,2.20265709898E-06,2167,955,0.765,1.014,2.27,78,71,
500,Engineering Applications of Artificial Intelligence,2.20272147546E-06,2445,654,1.047,1.94,3.74,86,84,
501,Obesity Reviews,2.20332188161E-06,2732,341,4.069,2.776,8.01,99,89,
502,Advances in Water Resources,2.20361312578E-06,2529,558,2.156,2.056,4.53,96,84,
503,IEEE Photonics Journal,2.20417795671E-06,2167,955,0.765,1.014,2.27,79,71,
504,Statistics in Medicine,2.20442027784E-06,2095,1080,2.022,1.419,1.94,42,57,
505,Marine Policy,2.20452671909E-06,2279,844,1.335,1.182,2.7,84,78,
506,Biochemical Society Transactions,2.2045930066E-06,2348,785,1.825,0.628,2.99,72,80,
507,Journal of Supercritical Fluids,2.20532326216E-06,2321,772,0.976,1.266,3.01,86,83,
508,Journal of Supercritical Fluids,2.20534834222E-06,2321,772,0.976,1.266,3.01,87,83,
509,IET Control Theory and Applications,2.2054003278E-06,2354,772,1.247,1.199,3.05,82,77,
510,Solid State Phenomena,2.20543038955E-06,954,2294,0.254,0.478,0.42,17,25,
511,Oral Oncology,2.20545830803E-06,2444,641,1.831,1.665,3.81,98,76,
512,Marine Policy,2.20554804455E-06,2279,844,1.335,1.182,2.7,85,78,
513,Toxins,2.20567144569E-06,2375,711,0.947,1.21,3.34,85,83,
514,Interactive Cardiovascular and Thoracic Surgery,2.20572496036E-06,1753,1412,0.761,1.119,1.24,44,48,
515,IET Control Theory and Applications,2.20578373981E-06,2354,772,1.247,1.199,3.05,83,77,
516,Solid State Phenomena,2.20581105531E-06,954,2294,0.254,0.478,0.42,18,25,
517,Toxins,2.2058748376E-06,2375,711,0.947,1.21,3.34,84,83,
518,Physica E: Low-Dimensional Systems and Nanostructures,2.20588867601E-06,2080,1037,0.565,0.846,2.01,73,65,
519,Physica E: Low-Dimensional Systems and Nanostructures,2.20594344883E-06,2080,1037,0.565,0.846,2.01,74,65,
520,International Journal of Neuropsychopharmacology,2.20606329618E-06,2314,784,1.457,0.901,2.95,84,70,
521,Proceedings - International Conference on Software Engineering,2.20626552335E-06,2461,644,0.711,1.942,3.82,90,64,
522,Virus Research,2.2063872263E-06,2233,876,1.179,0.915,2.55,71,76,
523,IET Control Theory and Applications,2.20662049172E-06,2354,772,1.247,1.199,3.05,84,77,
524,IET Control Theory and Applications,2.20664549237E-06,2354,772,1.247,1.199,3.05,85,77,
525,Agricultural Water Management,2.20673430691E-06,2399,724,1.264,1.803,3.31,83,82,
526,Current Opinion in Plant Biology,2.2076521375E-06,2725,365,4.362,1.706,7.47,98,93,
527,Journal of Urology,2.20791784713E-06,7443,4625,2.389,1.904,1.61,72,32,
528,Journal of Emergency Medicine,2.20828476075E-06,1557,1618,0.537,0.899,0.96,68,41,
529,Journal of Hand Surgery,2.20953996208E-06,1842,1335,1.026,1.202,1.38,62,54,
530,Marine Policy,2.21018774354E-06,2279,844,1.335,1.182,2.7,91,78,
531,Agricultural Water Management,2.21029126921E-06,2399,724,1.264,1.803,3.31,93,82,
532,Developmental Psychology,2.21032724156E-06,2491,620,2.591,1.835,4.02,93,85,
